implementation,action,num_rows,num_cols,filled,time
csr,find: non-existing value,10000,100,1.0,48.56230296399963
array,find: existing value,32,32,0.66,0.022005068999987998
linked_list,find: existing value,32,32,0.66,0.0010645239999576006
csr,find: existing value,32,32,0.66,0.035250570999778574
array,find: non-existing value,32,32,0.66,0.02252022599986958
linked_list,find: non-existing value,32,32,0.66,0.0011358280003150867
csr,find: non-existing value,32,32,0.66,0.040542004000144516
array,find: existing value,3,320,1.0,0.027170925999598694
linked_list,find: existing value,3,320,1.0,0.004548636999970768
csr,find: existing value,3,320,1.0,0.04640687499977503
array,find: non-existing value,3,320,1.0,0.027002799000001687
linked_list,find: non-existing value,3,320,1.0,0.005315066000093793
csr,find: non-existing value,3,320,1.0,0.05529024199995547
array,find: existing value,10000,100,0.33,17.63694154399991
linked_list,find: existing value,10000,100,0.33,0.25408669999978883
csr,find: existing value,10000,100,0.33,35.84487146699985
array,find: non-existing value,10000,100,0.33,17.068133728000248
linked_list,find: non-existing value,10000,100,0.33,0.24560867999980474
csr,find: non-existing value,10000,100,0.33,31.661312744000043
array,find: existing value,3160,31,1.0,3.260059653999633
linked_list,find: existing value,3160,31,1.0,0.11576613700026428
csr,find: existing value,3160,31,1.0,5.290749202999905
array,find: non-existing value,3160,31,1.0,2.754057933999775
linked_list,find: non-existing value,3160,31,1.0,0.07773775900022883
csr,find: non-existing value,3160,31,1.0,4.376171380999949
array,find: existing value,10,1000,0.33,0.22702963499978068
linked_list,find: existing value,10,1000,0.33,0.00683010100010506
csr,find: existing value,10,1000,0.33,0.34764254399988204
array,find: non-existing value,10,1000,0.33,0.15872748600031628
linked_list,find: non-existing value,10,1000,0.33,0.0044368710000526335
csr,find: non-existing value,10,1000,0.33,0.2894649350000691
array,find: existing value,100,1,0.33,0.006010579999838228
linked_list,find: existing value,100,1,0.33,0.0007541650002167444
csr,find: existing value,100,1,0.33,0.002861562999896705
array,find: non-existing value,100,1,0.33,0.006310091000159446
linked_list,find: non-existing value,100,1,0.33,0.0007566039998891938
csr,find: non-existing value,100,1,0.33,0.00290550899990194
array,find: existing value,100,1,1.0,0.007940229000269028
linked_list,find: existing value,100,1,1.0,0.0026780379998854187
csr,find: existing value,100,1,1.0,0.0047681779997219564
array,find: non-existing value,100,1,1.0,0.00759517100004814
linked_list,find: non-existing value,100,1,1.0,0.002517126999919128
csr,find: non-existing value,100,1,1.0,0.0045242989999678684
array,find: existing value,31,3160,0.33,1.5520260690000214
linked_list,find: existing value,31,3160,0.33,0.01211276200001521
csr,find: existing value,31,3160,0.33,3.3242535159997715
array,find: non-existing value,31,3160,0.33,2.01391829899967
linked_list,find: non-existing value,31,3160,0.33,0.023363830000107555
csr,find: non-existing value,31,3160,0.33,3.0185263260000283
array,find: existing value,316,316,0.33,1.5574248540001463
linked_list,find: existing value,316,316,0.33,0.009496920999936265
csr,find: existing value,316,316,0.33,2.8557795390001957
array,find: non-existing value,316,316,0.33,1.540037282999947
linked_list,find: non-existing value,316,316,0.33,0.010506954999982554
csr,find: non-existing value,316,316,0.33,2.8800814219998756
array,find: existing value,3,320,0.33,0.011362260000169044
linked_list,find: existing value,3,320,0.33,0.0011646389998531959
csr,find: existing value,3,320,0.33,0.024746419000166497
array,find: non-existing value,3,320,0.33,0.014283281000189163
linked_list,find: non-existing value,3,320,0.33,0.0013383299997258291
csr,find: non-existing value,3,320,0.33,0.02475007800012463
array,find: existing value,100,10000,0.66,24.638685588000044
linked_list,find: existing value,100,10000,0.66,0.07704718800005139
csr,find: existing value,100,10000,0.66,44.70972896500007
array,find: non-existing value,100,10000,0.66,24.64158487099985
linked_list,find: non-existing value,100,10000,0.66,0.07511093700031779
csr,find: non-existing value,100,10000,0.66,42.11131324100006
array,find: existing value,1000,10,0.66,0.5221195819999593
linked_list,find: existing value,1000,10,0.66,0.10628769400000238
csr,find: existing value,1000,10,0.66,0.9523374479999802
array,find: non-existing value,1000,10,0.66,0.2477502049996474
linked_list,find: non-existing value,1000,10,0.66,0.02338144400027886
csr,find: non-existing value,1000,10,0.66,0.40776440300032846
array,find: existing value,1,100,0.66,0.002446680000048218
linked_list,find: existing value,1,100,0.66,0.0010768170000119426
csr,find: existing value,1,100,0.66,0.003943727000205399
array,find: non-existing value,1,100,0.66,0.0023989880000954145
linked_list,find: non-existing value,1,100,0.66,0.0010152459999517305
csr,find: non-existing value,1,100,0.66,0.004236626999954751
array,find: existing value,10,1000,1.0,0.2980374290000327
linked_list,find: existing value,10,1000,1.0,0.020996849000312068
csr,find: existing value,10,1000,1.0,0.4445141960000001
array,find: non-existing value,10,1000,1.0,0.23039093900024454
linked_list,find: non-existing value,10,1000,1.0,0.010549649000040517
csr,find: non-existing value,10,1000,1.0,0.4303352070000983
array,find: existing value,31,3160,1.0,3.5654203200001575
linked_list,find: existing value,31,3160,1.0,0.054837436999605416
csr,find: existing value,31,3160,1.0,4.500790164000136
array,find: non-existing value,31,3160,1.0,2.638159091000034
linked_list,find: non-existing value,31,3160,1.0,0.044556541000019934
csr,find: non-existing value,31,3160,1.0,4.259231764000106
array,find: existing value,3160,31,0.33,1.9240336259999822
linked_list,find: existing value,3160,31,0.33,0.10940910800036363
csr,find: existing value,3160,31,0.33,3.813171935000355
array,find: non-existing value,3160,31,0.33,1.923904936999861
linked_list,find: non-existing value,3160,31,0.33,0.15498753100018803
csr,find: non-existing value,3160,31,0.33,3.7033084939998844
array,find: existing value,320,3,0.66,0.031031635999624996
linked_list,find: existing value,320,3,0.66,0.00705267500006812
csr,find: existing value,320,3,0.66,0.03239576800024224
array,find: non-existing value,320,3,0.66,0.03358137900022484
linked_list,find: non-existing value,320,3,0.66,0.00830752100000609
csr,find: non-existing value,320,3,0.66,0.036545839000154956
array,find: existing value,100,100,0.66,0.20085523299985653
linked_list,find: existing value,100,100,0.66,0.0032623040001453774
csr,find: existing value,100,100,0.66,0.33380035300024247
array,find: non-existing value,100,100,0.66,0.1849500979997174
linked_list,find: non-existing value,100,100,0.66,0.0028884479997941526
csr,find: non-existing value,100,100,0.66,0.34808834800014665
array,find: existing value,10,10,0.66,0.0022991390001152467
linked_list,find: existing value,10,10,0.66,0.0003343289999975241
csr,find: existing value,10,10,0.66,0.0030591869999625487
array,find: non-existing value,10,10,0.66,0.0021233310003481165
linked_list,find: non-existing value,10,10,0.66,0.0003070119996664289
csr,find: non-existing value,10,10,0.66,0.002998413000113942
array,find: existing value,32,32,1.0,0.022259372000007716
linked_list,find: existing value,32,32,1.0,0.0010509899998396577
csr,find: existing value,32,32,1.0,0.04237023399991813
array,find: non-existing value,32,32,1.0,0.02532602599967504
linked_list,find: non-existing value,32,32,1.0,0.0011225850003029336
csr,find: non-existing value,32,32,1.0,0.03460438599995541
array,find: existing value,100,100,1.0,0.2008618770000794
linked_list,find: existing value,100,100,1.0,0.0043118280000271625
csr,find: existing value,100,100,1.0,0.3968584469998859
array,find: non-existing value,100,100,1.0,0.20710387200006153
linked_list,find: non-existing value,100,100,1.0,0.0041734910000741365
csr,find: non-existing value,100,100,1.0,0.4002547740001319
array,find: existing value,1000,1000,0.66,21.682005628000297
linked_list,find: existing value,1000,1000,0.66,0.0424163090001457
csr,find: existing value,1000,1000,0.66,53.274175927000215
array,find: non-existing value,1000,1000,0.66,32.91049254899963
linked_list,find: non-existing value,1000,1000,0.66,0.1238152139999329
csr,find: non-existing value,1000,1000,0.66,60.914681725000264
array,find: existing value,32,32,0.33,0.03831865999973161
linked_list,find: existing value,32,32,0.33,0.0012715689999822644
csr,find: existing value,32,32,0.33,0.04031245799978933
array,find: non-existing value,32,32,0.33,0.01931026700003713
linked_list,find: non-existing value,32,32,0.33,0.001043564999690716
csr,find: non-existing value,32,32,0.33,0.046471414000279765
array,find: existing value,10,10,1.0,0.0035209020002184843
linked_list,find: existing value,10,10,1.0,0.00044790600031774375
csr,find: existing value,10,10,1.0,0.006296456999734801
array,find: non-existing value,10,10,1.0,0.0035724419999496604
linked_list,find: non-existing value,10,10,1.0,0.00048675900006855954
csr,find: non-existing value,10,10,1.0,0.004599676999987423
array,find: existing value,10000,100,0.66,37.166927808999844
linked_list,find: existing value,10000,100,0.66,0.7912189359999502
csr,find: existing value,10000,100,0.66,52.191711326999666
array,find: non-existing value,10000,100,0.66,27.0613353990002
linked_list,find: non-existing value,10000,100,0.66,0.2428235819998008
csr,find: non-existing value,10000,100,0.66,40.891498570000294
array,find: existing value,10,1000,0.66,0.3881359320002957
linked_list,find: existing value,10,1000,0.66,0.017077027000141243
csr,find: existing value,10,1000,0.66,0.6450855899997805
array,find: non-existing value,10,1000,0.66,0.29789433699988876
linked_list,find: non-existing value,10,1000,0.66,0.009690168000361155
csr,find: non-existing value,10,1000,0.66,0.3817208440000286
array,insert: row at start,100,1,0.66,0.017947170000297774
linked_list,insert: row at start,100,1,0.66,0.007339536000017688
csr,insert: row at start,100,1,0.66,0.0001548000000184402
array,insert: row at end,100,1,0.66,0.018002776999765047
linked_list,insert: row at end,100,1,0.66,0.012720025999897189
csr,insert: row at end,100,1,0.66,0.00013685999965673545
array,insert: row after end,100,1,0.66,0.00010359699990658555
linked_list,insert: row after end,100,1,0.66,0.009384669999690232
csr,insert: row after end,100,1,0.66,8.140399995681946e-05
array,insert: row into middle,100,1,0.66,0.039864178000243555
linked_list,insert: row into middle,100,1,0.66,0.031133666000187077
csr,insert: row into middle,100,1,0.66,0.0001559520001137571
array,insert: row at random pos.,100,1,0.66,0.054508224000073824
linked_list,insert: row at random pos.,100,1,0.66,0.03446114099961051
csr,insert: row at random pos.,100,1,0.66,0.0002627359999678447
array,insert: col at start,100,1,0.66,0.3339690709999559
linked_list,insert: col at start,100,1,0.66,7.610300008309423e-05
csr,insert: col at start,100,1,0.66,0.0013294029999997292
array,insert: col at end,100,1,0.66,0.9024464280000757
linked_list,insert: col at end,100,1,0.66,0.00010526799997023772
csr,insert: col at end,100,1,0.66,0.0014766389999749663
array,insert: col after end,100,1,0.66,3.786999968724558e-05
linked_list,insert: col after end,100,1,0.66,0.11291288900019936
csr,insert: col after end,100,1,0.66,8.862300001055701e-05
array,insert: col into middle,100,1,0.66,1.4372860080002283
linked_list,insert: col into middle,100,1,0.66,5.7485000070300885e-05
csr,insert: col into middle,100,1,0.66,0.0012666190000345523
array,insert: col at random pos.,100,1,0.66,2.2015737720003017
linked_list,insert: col at random pos.,100,1,0.66,0.00015980099988155416
csr,insert: col at random pos.,100,1,0.66,0.0013872260001335235
array,insert: row at start,100,10000,1.0,34.7019029019998
linked_list,insert: row at start,100,10000,1.0,0.008297275999666454
csr,insert: row at start,100,10000,1.0,0.0001264000002265675
array,insert: row at end,100,10000,1.0,36.32863659499981
linked_list,insert: row at end,100,10000,1.0,0.011997562000033213
csr,insert: row at end,100,10000,1.0,0.00011936100008824724
array,insert: row after end,100,10000,1.0,4.244799993102788e-05
linked_list,insert: row after end,100,10000,1.0,0.007374992000222846
csr,insert: row after end,100,10000,1.0,8.081499981926754e-05
array,insert: row into middle,100,10000,1.0,53.149268199999824
linked_list,insert: row into middle,100,10000,1.0,0.019619009000052756
csr,insert: row into middle,100,10000,1.0,0.00010938500008705887
array,insert: row at random pos.,100,10000,1.0,64.7121530319996
linked_list,insert: row at random pos.,100,10000,1.0,0.02266828899973916
csr,insert: row at random pos.,100,10000,1.0,0.00019362099965292145
array,insert: col at start,100,10000,1.0,106.72762655400038
linked_list,insert: col at start,100,10000,1.0,1.4161628439997003
csr,insert: col at start,100,10000,1.0,23.58371621599963
array,insert: col at end,100,10000,1.0,1.7788552329993763
linked_list,insert: col at end,100,10000,1.0,3.964864753999791
csr,insert: col at end,100,10000,1.0,11.024554932000683
array,insert: col after end,100,10000,1.0,4.1444999624218326e-05
linked_list,insert: col after end,100,10000,1.0,0.1115765279992047
csr,insert: col after end,100,10000,1.0,9.932200009643566e-05
array,insert: col into middle,100,10000,1.0,50.67420668700015
linked_list,insert: col into middle,100,10000,1.0,3.8963372600001094
csr,insert: col into middle,100,10000,1.0,18.8145750019994
array,insert: col at random pos.,100,10000,1.0,62.163955624000664
linked_list,insert: col at random pos.,100,10000,1.0,7.280080733000432
csr,insert: col at random pos.,100,10000,1.0,19.317591044000437
array,insert: row at start,31,3160,0.66,3.843644872000368
linked_list,insert: row at start,31,3160,0.66,0.004735595000056492
csr,insert: row at start,31,3160,0.66,0.00012517100003606174
array,insert: row at end,31,3160,0.66,6.748946632999832
linked_list,insert: row at end,31,3160,0.66,0.008421591999649536
csr,insert: row at end,31,3160,0.66,0.00010572399969532853
array,insert: row after end,31,3160,0.66,3.9042999560479075e-05
linked_list,insert: row after end,31,3160,0.66,0.005421685999863257
csr,insert: row after end,31,3160,0.66,7.565499981865287e-05
array,insert: row into middle,31,3160,0.66,10.40834943200025
linked_list,insert: row into middle,31,3160,0.66,0.017406166000000667
csr,insert: row into middle,31,3160,0.66,0.00011808199997176416
array,insert: row at random pos.,31,3160,0.66,22.81592721799916
linked_list,insert: row at random pos.,31,3160,0.66,0.04909042100007355
csr,insert: row at random pos.,31,3160,0.66,0.0004906399999526911
array,insert: col at start,31,3160,0.66,22.112325537999823
linked_list,insert: col at start,31,3160,0.66,0.9212491950002004
csr,insert: col at start,31,3160,0.66,1.9563612020001528
array,insert: col at end,31,3160,0.66,1.0058893980003631
linked_list,insert: col at end,31,3160,0.66,3.345041519000006
csr,insert: col at end,31,3160,0.66,1.1516799239998363
array,insert: col after end,31,3160,0.66,4.152000019530533e-05
linked_list,insert: col after end,31,3160,0.66,0.1059002120000514
csr,insert: col after end,31,3160,0.66,9.930599935614737e-05
array,insert: col into middle,31,3160,0.66,10.077631891000237
linked_list,insert: col into middle,31,3160,0.66,3.4399561290001657
csr,insert: col into middle,31,3160,0.66,1.181872112999372
array,insert: col at random pos.,31,3160,0.66,9.921487187000821
linked_list,insert: col at random pos.,31,3160,0.66,6.505317621999893
csr,insert: col at random pos.,31,3160,0.66,1.2631739179996657
array,insert: row at start,316,316,0.66,3.3048822450000443
linked_list,insert: row at start,316,316,0.66,0.01845620299991424
csr,insert: row at start,316,316,0.66,0.00012124699969717767
array,insert: row at end,316,316,0.66,0.9517549359998156
linked_list,insert: row at end,316,316,0.66,0.023072402000252623
csr,insert: row at end,316,316,0.66,0.00010424500032968353
array,insert: row after end,316,316,0.66,3.758999991987366e-05
linked_list,insert: row after end,316,316,0.66,0.01130857600037416
csr,insert: row after end,316,316,0.66,7.41280000511324e-05
array,insert: row into middle,316,316,0.66,3.2899452679994283
linked_list,insert: row into middle,316,316,0.66,0.03537961899928632
csr,insert: row into middle,316,316,0.66,0.0001327519994447357
array,insert: row at random pos.,316,316,0.66,4.484123498999907
linked_list,insert: row at random pos.,316,316,0.66,0.06392072600010579
csr,insert: row at random pos.,316,316,0.66,0.00036505499974737177
array,insert: col at start,316,316,0.66,8.74983967099979
linked_list,insert: col at start,316,316,0.66,1.908092699000008
csr,insert: col at start,316,316,0.66,1.588722204000078
array,insert: col at end,316,316,0.66,1.9657090620003146
linked_list,insert: col at end,316,316,0.66,4.392032101999575
csr,insert: col at end,316,316,0.66,0.8995008589999998
array,insert: col after end,316,316,0.66,4.0689000343263615e-05
linked_list,insert: col after end,316,316,0.66,0.13840751400039153
csr,insert: col after end,316,316,0.66,7.633400036866078e-05
array,insert: col into middle,316,316,0.66,5.473841562000416
linked_list,insert: col into middle,316,316,0.66,4.967572395999923
csr,insert: col into middle,316,316,0.66,1.2661032050000358
array,insert: col at random pos.,316,316,0.66,6.335620003000258
linked_list,insert: col at random pos.,316,316,0.66,9.211678646999644
csr,insert: col at random pos.,316,316,0.66,1.7188371029997143
array,insert: row at start,3,320,0.66,0.27584571199986385
linked_list,insert: row at start,3,320,0.66,0.0038732089997211006
csr,insert: row at start,3,320,0.66,0.00014216900035535218
array,insert: row at end,3,320,0.66,0.5776175000000876
linked_list,insert: row at end,3,320,0.66,0.009481946000050812
csr,insert: row at end,3,320,0.66,0.00015459500082215527
array,insert: row after end,3,320,0.66,4.5525999667006545e-05
linked_list,insert: row after end,3,320,0.66,0.006779217000257631
csr,insert: row after end,3,320,0.66,0.00012805999995180173
array,insert: row into middle,3,320,0.66,0.9630766729997049
linked_list,insert: row into middle,3,320,0.66,0.01989507300004334
csr,insert: row into middle,3,320,0.66,0.00012559300012071617
array,insert: row at random pos.,3,320,0.66,1.360208043000057
linked_list,insert: row at random pos.,3,320,0.66,0.028534211999613035
csr,insert: row at random pos.,3,320,0.66,0.0002640749999045511
array,insert: col at start,3,320,0.66,2.061661610999181
linked_list,insert: col at start,3,320,0.66,1.0691843570002675
csr,insert: col at start,3,320,0.66,0.014891912000166485
array,insert: col at end,3,320,0.66,0.6780855030001476
linked_list,insert: col at end,3,320,0.66,2.7736059270000624
csr,insert: col at end,3,320,0.66,0.006773840000278142
array,insert: col after end,3,320,0.66,3.250299960200209e-05
linked_list,insert: col after end,3,320,0.66,0.08170031100053166
csr,insert: col after end,3,320,0.66,7.085300057951827e-05
array,insert: col into middle,3,320,0.66,1.7159396369997921
linked_list,insert: col into middle,3,320,0.66,3.4066581819997737
csr,insert: col into middle,3,320,0.66,0.015725481999652402
array,insert: col at random pos.,3,320,0.66,2.3817457980003383
linked_list,insert: col at random pos.,3,320,0.66,9.174593556999753
csr,insert: col at random pos.,3,320,0.66,0.021895050999773957
array,insert: row at start,100,10000,0.33,35.95741846600049
linked_list,insert: row at start,100,10000,0.33,0.007474545000150101
csr,insert: row at start,100,10000,0.33,0.00012426700050127693
array,insert: row at end,100,10000,0.33,30.357985243999792
linked_list,insert: row at end,100,10000,0.33,0.00977292000061425
csr,insert: row at end,100,10000,0.33,9.633900026528863e-05
array,insert: row after end,100,10000,0.33,3.4838999454223085e-05
linked_list,insert: row after end,100,10000,0.33,0.006692670000120415
csr,insert: row after end,100,10000,0.33,7.984900003066286e-05
array,insert: row into middle,100,10000,0.33,51.84596110699931
linked_list,insert: row into middle,100,10000,0.33,0.026803640999787604
csr,insert: row into middle,100,10000,0.33,0.00014417199963645544
array,insert: row at random pos.,100,10000,0.33,58.23104255399994
linked_list,insert: row at random pos.,100,10000,0.33,0.027896669999790902
csr,insert: row at random pos.,100,10000,0.33,0.0002632099995025783
array,insert: col at start,100,10000,0.33,76.02493038000011
linked_list,insert: col at start,100,10000,0.33,1.0694738929996674
csr,insert: col at start,100,10000,0.33,7.326287601000331
array,insert: col at end,100,10000,0.33,0.952306660999966
linked_list,insert: col at end,100,10000,0.33,2.8627939070001958
csr,insert: col at end,100,10000,0.33,3.452094395000131
array,insert: col after end,100,10000,0.33,3.90029999834951e-05
linked_list,insert: col after end,100,10000,0.33,0.10657373199956055
csr,insert: col after end,100,10000,0.33,6.629200015595416e-05
array,insert: col into middle,100,10000,0.33,37.700914555000054
linked_list,insert: col into middle,100,10000,0.33,7.114044607999858
csr,insert: col into middle,100,10000,0.33,7.400532910999573
array,insert: col at random pos.,100,10000,0.33,60.70884846399986
linked_list,insert: col at random pos.,100,10000,0.33,9.441250166999453
csr,insert: col at random pos.,100,10000,0.33,5.749543566000284
array,insert: row at start,320,3,1.0,0.06838546200015116
linked_list,insert: row at start,320,3,1.0,0.017305282000052102
csr,insert: row at start,320,3,1.0,0.00013455000043904874
array,insert: row at end,320,3,1.0,0.02300743399973726
linked_list,insert: row at end,320,3,1.0,0.02102860199920542
csr,insert: row at end,320,3,1.0,0.0001333680002062465
array,insert: row after end,320,3,1.0,4.052800068166107e-05
linked_list,insert: row after end,320,3,1.0,0.008826407000015024
csr,insert: row after end,320,3,1.0,6.806100009271177e-05
array,insert: row into middle,320,3,1.0,0.05701290599972708
linked_list,insert: row into middle,320,3,1.0,0.03534175800086814
csr,insert: row into middle,320,3,1.0,0.0001537609996375977
array,insert: row at random pos.,320,3,1.0,0.08813188699969032
linked_list,insert: row at random pos.,320,3,1.0,0.04109839399916382
csr,insert: row at random pos.,320,3,1.0,0.000281255000118108
array,insert: col at start,320,3,1.0,0.42650321800010715
linked_list,insert: col at start,320,3,1.0,1.5113819090001925
csr,insert: col at start,320,3,1.0,0.01448798599994916
array,insert: col at end,320,3,1.0,1.1567019059993982
linked_list,insert: col at end,320,3,1.0,3.998346426000353
csr,insert: col at end,320,3,1.0,0.0204049190006117
array,insert: col after end,320,3,1.0,4.470200019568438e-05
linked_list,insert: col after end,320,3,1.0,0.168803325999761
csr,insert: col after end,320,3,1.0,5.7778000154939946e-05
array,insert: col into middle,320,3,1.0,2.0678305480005292
linked_list,insert: col into middle,320,3,1.0,5.537321183999666
csr,insert: col into middle,320,3,1.0,0.024514857000212942
array,insert: col at random pos.,320,3,1.0,4.669705289000376
linked_list,insert: col at random pos.,320,3,1.0,11.622465855999508
csr,insert: col at random pos.,320,3,1.0,0.03221433499948034
array,insert: row at start,1000,10,1.0,0.4399180410000554
linked_list,insert: row at start,1000,10,1.0,0.0633776160002526
csr,insert: row at start,1000,10,1.0,0.00018473299951438094
array,insert: row at end,1000,10,1.0,0.04397255799995037
linked_list,insert: row at end,1000,10,1.0,0.044564896000338194
csr,insert: row at end,1000,10,1.0,0.00010256799941998906
array,insert: row after end,1000,10,1.0,3.43490000886959e-05
linked_list,insert: row after end,1000,10,1.0,0.021484249999957683
csr,insert: row after end,1000,10,1.0,8.084099954430712e-05
array,insert: row into middle,1000,10,1.0,0.42699425899991184
linked_list,insert: row into middle,1000,10,1.0,0.09894383499977266
csr,insert: row into middle,1000,10,1.0,0.0002724169999055448
array,insert: row at random pos.,1000,10,1.0,0.40747658899999806
