implementation,action,num_rows,num_cols,filled,time
array,find: non-existing value,1,100,0.33,0.0016675849997227488
linked_list,find: non-existing value,1,100,0.33,0.0005036720003772643
csr,find: non-existing value,1,100,0.33,0.002979678999963653
array,find: existing value,3160,31,0.66,1.8871015619997706
linked_list,find: existing value,3160,31,0.66,0.06780361299979631
csr,find: existing value,3160,31,0.66,3.1803808490003576
array,find: non-existing value,3160,31,0.66,1.875313462000122
linked_list,find: non-existing value,3160,31,0.66,0.06579095799997958
csr,find: non-existing value,3160,31,0.66,3.2644231930003116
array,find: existing value,320,3,0.33,0.024976333000267914
linked_list,find: existing value,320,3,0.33,0.006261273000291112
csr,find: existing value,320,3,0.33,0.022624639000241586
array,find: non-existing value,320,3,0.33,0.024518047999663395
linked_list,find: non-existing value,320,3,0.33,0.006164643999909458
csr,find: non-existing value,320,3,0.33,0.020647879000080138
array,find: existing value,1000,1000,1.0,20.29338676799989
linked_list,find: existing value,1000,1000,1.0,0.03265507800006162
csr,find: existing value,1000,1000,1.0,37.56611313700023
array,find: non-existing value,1000,1000,1.0,20.324965698000142
linked_list,find: non-existing value,1000,1000,1.0,0.03482304199997088
csr,find: non-existing value,1000,1000,1.0,37.292542370999854
array,find: existing value,100,100,0.33,0.11659864700004618
linked_list,find: existing value,100,100,0.33,0.0024044550000326126
csr,find: existing value,100,100,0.33,0.2448215130002609
array,find: non-existing value,100,100,0.33,0.11770688500018878
linked_list,find: non-existing value,100,100,0.33,0.0021946339998066833
csr,find: non-existing value,100,100,0.33,0.2672781159999431
array,find: existing value,10,10,0.33,0.0018518659999244846
linked_list,find: existing value,10,10,0.33,0.0003619010003603762
csr,find: existing value,10,10,0.33,0.0028073540001969377
array,find: non-existing value,10,10,0.33,0.0020133420002821367
linked_list,find: non-existing value,10,10,0.33,0.0003266230000917858
csr,find: non-existing value,10,10,0.33,0.002719565000006696
array,find: existing value,316,316,1.0,1.9572414889998981
linked_list,find: existing value,316,316,1.0,0.008475016999909712
csr,find: existing value,316,316,1.0,3.6418557980000514
array,find: non-existing value,316,316,1.0,1.970952471000146
linked_list,find: non-existing value,316,316,1.0,0.00933216099974743
csr,find: non-existing value,316,316,1.0,3.6084786230003374
array,find: existing value,1000,1000,0.33,13.519594884000071
linked_list,find: existing value,1000,1000,0.33,0.025505818000056024
csr,find: existing value,1000,1000,0.33,27.403803471000174
array,find: non-existing value,1000,1000,0.33,13.349975153999821
linked_list,find: non-existing value,1000,1000,0.33,0.02329830899998342
csr,find: non-existing value,1000,1000,0.33,27.167553522999697
array,find: existing value,10000,100,1.0,21.659038452999994
linked_list,find: existing value,10000,100,1.0,0.21169358899987856
csr,find: existing value,10000,100,1.0,36.19825072499998
array,find: non-existing value,10000,100,1.0,21.586906999999883
linked_list,find: non-existing value,10000,100,1.0,0.20975733599971136
csr,find: non-existing value,10000,100,1.0,36.96622920599975
array,find: existing value,32,32,0.66,0.01710482599992247
linked_list,find: existing value,32,32,0.66,0.000769781000144576
csr,find: existing value,32,32,0.66,0.027410686000166606
array,find: non-existing value,32,32,0.66,0.016115539000111312
linked_list,find: non-existing value,32,32,0.66,0.00080394900032843
csr,find: non-existing value,32,32,0.66,0.027256668000063655
array,find: existing value,3,320,1.0,0.01605509199998778
linked_list,find: existing value,3,320,1.0,0.0038487970000460336
csr,find: existing value,3,320,1.0,0.03253001499979291
array,find: non-existing value,3,320,1.0,0.01799024999991161
linked_list,find: non-existing value,3,320,1.0,0.0032409509999524744
csr,find: non-existing value,3,320,1.0,0.03210800900023969
array,find: existing value,10000,100,0.33,14.391059015999872
linked_list,find: existing value,10000,100,0.33,0.24336525899980188
csr,find: existing value,10000,100,0.33,26.882959002000007
array,find: non-existing value,10000,100,0.33,14.52647566900032
linked_list,find: non-existing value,10000,100,0.33,0.2112295849997281
csr,find: non-existing value,10000,100,0.33,27.011049390999688
array,find: existing value,3160,31,1.0,2.3313834989999123
linked_list,find: existing value,3160,31,1.0,0.06782610400023259
csr,find: existing value,3160,31,1.0,3.5987033689998498
array,find: non-existing value,3160,31,1.0,2.3137607580001713
linked_list,find: non-existing value,3160,31,1.0,0.0660549029998947
csr,find: non-existing value,3160,31,1.0,3.5560493370003314
array,find: existing value,10,1000,0.33,0.11996616399983395
linked_list,find: existing value,10,1000,0.33,0.0032292800001414435
csr,find: existing value,10,1000,0.33,0.2561078010003257
array,find: non-existing value,10,1000,0.33,0.12181815400026608
linked_list,find: non-existing value,10,1000,0.33,0.003663129999949888
csr,find: non-existing value,10,1000,0.33,0.2696069140001782
array,find: existing value,100,1,0.33,0.006040715999915847
linked_list,find: existing value,100,1,0.33,0.0007970149999891873
csr,find: existing value,100,1,0.33,0.0030143760000100883
array,find: non-existing value,100,1,0.33,0.005062822000127198
linked_list,find: non-existing value,100,1,0.33,0.0007814770001459692
csr,find: non-existing value,100,1,0.33,0.0027784799999608367
array,find: existing value,100,1,1.0,0.006408823999663582
linked_list,find: existing value,100,1,1.0,0.0020689279999714927
csr,find: existing value,100,1,1.0,0.0035779219997493783
array,find: non-existing value,100,1,1.0,0.005875962000118307
linked_list,find: non-existing value,100,1,1.0,0.0019568060001802223
csr,find: non-existing value,100,1,1.0,0.0038241699999161938
array,find: existing value,31,3160,0.33,1.316551550999975
linked_list,find: existing value,31,3160,0.33,0.010149461999844789
csr,find: existing value,31,3160,0.33,2.668052871999862
array,find: non-existing value,31,3160,0.33,1.3095667409997986
linked_list,find: non-existing value,31,3160,0.33,0.010449264000271796
csr,find: non-existing value,31,3160,0.33,2.620444774000134
array,find: existing value,316,316,0.33,1.2453394950002803
linked_list,find: existing value,316,316,0.33,0.007774239999889687
csr,find: existing value,316,316,0.33,2.617738497999653
array,find: non-existing value,316,316,0.33,1.2297916540001097
linked_list,find: non-existing value,316,316,0.33,0.008634027000425704
csr,find: non-existing value,316,316,0.33,2.576113826999972
array,find: existing value,3,320,0.33,0.013877602000320621
linked_list,find: existing value,3,320,0.33,0.0012121300001126656
csr,find: existing value,3,320,0.33,0.02148944600003233
array,find: non-existing value,3,320,0.33,0.011267671000041446
linked_list,find: non-existing value,3,320,0.33,0.0010305040000275767
csr,find: non-existing value,3,320,0.33,0.02265524299991739
array,find: existing value,100,10000,0.66,16.85218524799984
linked_list,find: existing value,100,10000,0.66,0.07235097100010535
csr,find: existing value,100,10000,0.66,31.830997367000236
array,find: non-existing value,100,10000,0.66,16.71843365399991
linked_list,find: non-existing value,100,10000,0.66,0.07257429300034346
csr,find: non-existing value,100,10000,0.66,31.31912382900009
array,find: existing value,1000,10,0.66,0.1958415139997669
linked_list,find: existing value,1000,10,0.66,0.018953524999687943
csr,find: existing value,1000,10,0.66,0.30153315899997324
array,find: non-existing value,1000,10,0.66,0.19517623100000492
linked_list,find: non-existing value,1000,10,0.66,0.0220184220002011
csr,find: non-existing value,1000,10,0.66,0.30999686700033635
array,find: existing value,1,100,0.66,0.0015518260001954332
linked_list,find: existing value,1,100,0.66,0.0007407299999613315
csr,find: existing value,1,100,0.66,0.002942787999927532
array,find: non-existing value,1,100,0.66,0.00173522699969908
linked_list,find: non-existing value,1,100,0.66,0.0008637599999019585
csr,find: non-existing value,1,100,0.66,0.002752985999904922
array,find: existing value,10,1000,1.0,0.199226064999948
linked_list,find: existing value,10,1000,1.0,0.00984485599974505
csr,find: existing value,10,1000,1.0,0.3815897979998226
array,find: non-existing value,10,1000,1.0,0.1846483750000516
linked_list,find: non-existing value,10,1000,1.0,0.00961369000015111
csr,find: non-existing value,10,1000,1.0,0.3565065019997746
array,find: existing value,31,3160,1.0,2.072193320000224
linked_list,find: existing value,31,3160,1.0,0.037820764999651146
csr,find: existing value,31,3160,1.0,3.4447383520000585
array,find: non-existing value,31,3160,1.0,1.997474106000027
linked_list,find: non-existing value,31,3160,1.0,0.03354934100025275
csr,find: non-existing value,31,3160,1.0,3.525952929000141
array,find: existing value,3160,31,0.33,1.4119114730001456
linked_list,find: existing value,3160,31,0.33,0.06810829599999124
csr,find: existing value,3160,31,0.33,2.569668275999902
array,find: non-existing value,3160,31,0.33,1.3089581730000646
linked_list,find: non-existing value,3160,31,0.33,0.06988542599992797
csr,find: non-existing value,3160,31,0.33,2.5385066260000713
array,find: existing value,320,3,0.66,0.030965699999796925
linked_list,find: existing value,320,3,0.66,0.007942415000343317
csr,find: existing value,320,3,0.66,0.029545373000019026
array,find: non-existing value,320,3,0.66,0.02891995300024064
linked_list,find: non-existing value,320,3,0.66,0.006293217999882472
csr,find: non-existing value,320,3,0.66,0.029980631999933394
array,find: existing value,100,100,0.66,0.15898512499961726
linked_list,find: existing value,100,100,0.66,0.0028829430002588197
csr,find: existing value,100,100,0.66,0.3069469750003009
array,find: non-existing value,100,100,0.66,0.1742649610000626
linked_list,find: non-existing value,100,100,0.66,0.0031867699999565957
csr,find: non-existing value,100,100,0.66,0.3133837459999995
array,find: existing value,10,10,0.66,0.0023140739999689686
linked_list,find: existing value,10,10,0.66,0.0003487749995656486
csr,find: existing value,10,10,0.66,0.0037690110002586152
array,find: non-existing value,10,10,0.66,0.0027055770001425117
linked_list,find: non-existing value,10,10,0.66,0.0003220849998797348
csr,find: non-existing value,10,10,0.66,0.0031141700001171557
array,find: existing value,32,32,1.0,0.019350427000063064
linked_list,find: existing value,32,32,1.0,0.0009469569999964733
csr,find: existing value,32,32,1.0,0.03453978500010635
array,find: non-existing value,32,32,1.0,0.021485235000000102
linked_list,find: non-existing value,32,32,1.0,0.0012351149998721667
csr,find: non-existing value,32,32,1.0,0.036124933999872155
array,find: existing value,100,100,1.0,0.19603069300001152
linked_list,find: existing value,100,100,1.0,0.0036850110000159475
csr,find: existing value,100,100,1.0,0.3686027879998619
array,find: non-existing value,100,100,1.0,0.19261481599960462
linked_list,find: non-existing value,100,100,1.0,0.0027270499999758613
csr,find: non-existing value,100,100,1.0,0.33211097399998835
array,find: existing value,1000,1000,0.66,16.854152969000097
linked_list,find: existing value,1000,1000,0.66,0.03138125600025887
csr,find: existing value,1000,1000,0.66,33.44625978899967
array,find: non-existing value,1000,1000,0.66,16.957450321000124
linked_list,find: non-existing value,1000,1000,0.66,0.027376067000204785
csr,find: non-existing value,1000,1000,0.66,33.10809660399991
array,find: existing value,32,32,0.33,0.015667637000206014
linked_list,find: existing value,32,32,0.33,0.0007277569998223044
csr,find: existing value,32,32,0.33,0.02231765299984545
array,find: non-existing value,32,32,0.33,0.012142917000346642
linked_list,find: non-existing value,32,32,0.33,0.0006871420000607031
csr,find: non-existing value,32,32,0.33,0.02309004200014897
array,find: existing value,10,10,1.0,0.0023247550002452044
linked_list,find: existing value,10,10,1.0,0.000353073000042059
csr,find: existing value,10,10,1.0,0.003591323000364355
array,find: non-existing value,10,10,1.0,0.002872850000130711
linked_list,find: non-existing value,10,10,1.0,0.00033179699994434486
csr,find: non-existing value,10,10,1.0,0.00354051000022082
array,find: existing value,10000,100,0.66,18.49127399000008
linked_list,find: existing value,10000,100,0.66,0.20910934699986683
csr,find: existing value,10000,100,0.66,31.65464051800018
array,find: non-existing value,10000,100,0.66,18.394547653000245
linked_list,find: non-existing value,10000,100,0.66,0.2169618539996918
csr,find: non-existing value,10000,100,0.66,31.560607521999827
array,find: existing value,10,1000,0.66,0.15143188399997598
linked_list,find: existing value,10,1000,0.66,0.0073280170004181855
csr,find: existing value,10,1000,0.66,0.31515962900039085
array,find: non-existing value,10,1000,0.66,0.15598485400005302
linked_list,find: non-existing value,10,1000,0.66,0.0073483719997966546
csr,find: non-existing value,10,1000,0.66,0.31128077399989706
array,insert: row at start,100,1,0.66,0.012286320999919553
linked_list,insert: row at start,100,1,0.66,0.00434080900004119
csr,insert: row at start,100,1,0.66,9.608899972590734e-05
array,insert: row at end,100,1,0.66,0.011364973999661743
linked_list,insert: row at end,100,1,0.66,0.008478310000100464
csr,insert: row at end,100,1,0.66,7.994300040081725e-05
array,insert: row after end,100,1,0.66,2.8530999770737253e-05
linked_list,insert: row after end,100,1,0.66,0.004441020999820466
csr,insert: row after end,100,1,0.66,5.755100028181914e-05
array,insert: row into middle,100,1,0.66,0.02303451199986739
linked_list,insert: row into middle,100,1,0.66,0.01559918100019786
csr,insert: row into middle,100,1,0.66,9.215399995810003e-05
array,insert: row at random pos.,100,1,0.66,0.029844262000096933
linked_list,insert: row at random pos.,100,1,0.66,0.022557817999768304
csr,insert: row at random pos.,100,1,0.66,0.0001820020002014644
array,insert: col at start,100,1,0.66,0.21619019399986428
linked_list,insert: col at start,100,1,0.66,4.3711999751394615e-05
csr,insert: col at start,100,1,0.66,0.0009922250001181965
array,insert: col at end,100,1,0.66,0.6508158299998286
linked_list,insert: col at end,100,1,0.66,5.635699972117436e-05
csr,insert: col at end,100,1,0.66,0.0013167249999241903
array,insert: col after end,100,1,0.66,3.542500007824856e-05
linked_list,insert: col after end,100,1,0.66,0.06474830600018322
csr,insert: col after end,100,1,0.66,5.270100018606172e-05
array,insert: col into middle,100,1,0.66,1.086364226999649
linked_list,insert: col into middle,100,1,0.66,5.5885000165289966e-05
csr,insert: col into middle,100,1,0.66,0.0012510870001278818
array,insert: col at random pos.,100,1,0.66,1.490587140000116
linked_list,insert: col at random pos.,100,1,0.66,0.00013237399980425835
csr,insert: col at random pos.,100,1,0.66,0.0011626040000010107
array,insert: row at start,100,10000,1.0,27.681900721000147
linked_list,insert: row at start,100,10000,1.0,0.0057192080003005685
csr,insert: row at start,100,10000,1.0,7.920400003058603e-05
array,insert: row at end,100,10000,1.0,28.08793108000009
linked_list,insert: row at end,100,10000,1.0,0.009243780999895534
csr,insert: row at end,100,10000,1.0,0.00011452700027803075
array,insert: row after end,100,10000,1.0,3.99330001528142e-05
linked_list,insert: row after end,100,10000,1.0,0.006415121999907569
csr,insert: row after end,100,10000,1.0,5.3883999953541206e-05
array,insert: row into middle,100,10000,1.0,42.86539768400007
linked_list,insert: row into middle,100,10000,1.0,0.016840114000387985
csr,insert: row into middle,100,10000,1.0,0.00010126999995918595
array,insert: row at random pos.,100,10000,1.0,52.23211738500004
linked_list,insert: row at random pos.,100,10000,1.0,0.02380739399995946
csr,insert: row at random pos.,100,10000,1.0,0.00021779600001536892
array,insert: col at start,100,10000,1.0,85.18910653600005
linked_list,insert: col at start,100,10000,1.0,1.0079056210001909
csr,insert: col at start,100,10000,1.0,18.261193378999906
array,insert: col at end,100,10000,1.0,0.8977567329998237
linked_list,insert: col at end,100,10000,1.0,2.452321352999661
csr,insert: col at end,100,10000,1.0,8.369298799999797
array,insert: col after end,100,10000,1.0,3.457000002526911e-05
linked_list,insert: col after end,100,10000,1.0,0.08193912600017939
csr,insert: col after end,100,10000,1.0,6.290400006037089e-05
array,insert: col into middle,100,10000,1.0,43.99823225499995
linked_list,insert: col into middle,100,10000,1.0,3.355499409999993
csr,insert: col into middle,100,10000,1.0,13.52915024999993
array,insert: col at random pos.,100,10000,1.0,45.782538310999826
linked_list,insert: col at random pos.,100,10000,1.0,5.262146823999956
csr,insert: col at random pos.,100,10000,1.0,14.105831729999863
array,insert: row at start,31,3160,0.66,3.228171497999938
linked_list,insert: row at start,31,3160,0.66,0.0034245589999954973
csr,insert: row at start,31,3160,0.66,8.626799990452128e-05
array,insert: row at end,31,3160,0.66,5.06844152199983
linked_list,insert: row at end,31,3160,0.66,0.006576082999799837
csr,insert: row at end,31,3160,0.66,8.218700031648041e-05
array,insert: row after end,31,3160,0.66,3.0031000278540887e-05
linked_list,insert: row after end,31,3160,0.66,0.004248984000241762
csr,insert: row after end,31,3160,0.66,5.8227999943483155e-05
array,insert: row into middle,31,3160,0.66,8.51625876099979
linked_list,insert: row into middle,31,3160,0.66,0.013831362000018999
csr,insert: row into middle,31,3160,0.66,0.00012987199988856446
array,insert: row at random pos.,31,3160,0.66,11.287868237000112
linked_list,insert: row at random pos.,31,3160,0.66,0.02145630799986975
csr,insert: row at random pos.,31,3160,0.66,0.0002122319997397426
array,insert: col at start,31,3160,0.66,14.67718411099986
linked_list,insert: col at start,31,3160,0.66,0.8193965739997111
csr,insert: col at start,31,3160,0.66,1.1371232129999953
array,insert: col at end,31,3160,0.66,0.6182884390000254
linked_list,insert: col at end,31,3160,0.66,2.113318953000089
csr,insert: col at end,31,3160,0.66,0.5464801379998789
array,insert: col after end,31,3160,0.66,3.302300001450931e-05
linked_list,insert: col after end,31,3160,0.66,0.06999239000015223
csr,insert: col after end,31,3160,0.66,5.480600020746351e-05
array,insert: col into middle,31,3160,0.66,8.269127130000015
linked_list,insert: col into middle,31,3160,0.66,2.8165666549998605
csr,insert: col into middle,31,3160,0.66,0.8682580179997785
array,insert: col at random pos.,31,3160,0.66,8.960900998999932
linked_list,insert: col at random pos.,31,3160,0.66,4.616636542999913
csr,insert: col at random pos.,31,3160,0.66,0.8991879830000471
array,insert: row at start,316,316,0.66,2.0488253299999997
linked_list,insert: row at start,316,316,0.66,0.01579215599986128
csr,insert: row at start,316,316,0.66,0.00011703800009854604
array,insert: row at end,316,316,0.66,0.7500770569999986
linked_list,insert: row at end,316,316,0.66,0.01716169900009845
csr,insert: row at end,316,316,0.66,9.526800022285897e-05
array,insert: row after end,316,316,0.66,3.293899999334826e-05
linked_list,insert: row after end,316,316,0.66,0.008827134000057413
csr,insert: row after end,316,316,0.66,6.19530001131352e-05
array,insert: row into middle,316,316,0.66,2.0461934610002572
linked_list,insert: row into middle,316,316,0.66,0.022705975999997463
csr,insert: row into middle,316,316,0.66,8.899300019038492e-05
array,insert: row at random pos.,316,316,0.66,2.4244803870001306
linked_list,insert: row at random pos.,316,316,0.66,0.026956352000070183
csr,insert: row at random pos.,316,316,0.66,0.0001953260002665047
array,insert: col at start,316,316,0.66,4.514641863999714
linked_list,insert: col at start,316,316,0.66,1.1047450779997234
csr,insert: col at start,316,316,0.66,1.118801760000224
array,insert: col at end,316,316,0.66,1.5059746070000983
linked_list,insert: col at end,316,316,0.66,3.2111312319998433
csr,insert: col at end,316,316,0.66,0.7472412179999992
array,insert: col after end,316,316,0.66,3.848100004688604e-05
linked_list,insert: col after end,316,316,0.66,0.10907033200010119
csr,insert: col after end,316,316,0.66,5.764800016549998e-05
array,insert: col into middle,316,316,0.66,4.605351355000039
linked_list,insert: col into middle,316,316,0.66,4.184231706999981
csr,insert: col into middle,316,316,0.66,1.06192553100027
array,insert: col at random pos.,316,316,0.66,5.389059451999856
linked_list,insert: col at random pos.,316,316,0.66,6.6723873320001985
csr,insert: col at random pos.,316,316,0.66,1.100408427000275
array,insert: row at start,3,320,0.66,0.14714792599988868
linked_list,insert: row at start,3,320,0.66,0.002039509000042017
csr,insert: row at start,3,320,0.66,7.493800012525753e-05
array,insert: row at end,3,320,0.66,0.4162908250000328
linked_list,insert: row at end,3,320,0.66,0.007081255000230158
csr,insert: row at end,3,320,0.66,9.626099972592783e-05
array,insert: row after end,3,320,0.66,3.467699980319594e-05
linked_list,insert: row after end,3,320,0.66,0.004735140999855503
csr,insert: row after end,3,320,0.66,7.184499963841517e-05
array,insert: row into middle,3,320,0.66,0.6913189489996512
linked_list,insert: row into middle,3,320,0.66,0.01616992700019182
csr,insert: row into middle,3,320,0.66,0.00011553300009836676
array,insert: row at random pos.,3,320,0.66,0.9476372300000548
linked_list,insert: row at random pos.,3,320,0.66,0.020711960999960866
csr,insert: row at random pos.,3,320,0.66,0.00022675699983665254
array,insert: col at start,3,320,0.66,1.300295093999921
linked_list,insert: col at start,3,320,0.66,0.7008530319999409
csr,insert: col at start,3,320,0.66,0.009260623000045598
array,insert: col at end,3,320,0.66,0.5495669369997813
linked_list,insert: col at end,3,320,0.66,1.9833687130003455
csr,insert: col at end,3,320,0.66,0.007192824999947334
array,insert: col after end,3,320,0.66,3.346299990880652e-05
linked_list,insert: col after end,3,320,0.66,0.06820982299996103
csr,insert: col after end,3,320,0.66,7.567200009361841e-05
array,insert: col into middle,3,320,0.66,1.4831220880000728
linked_list,insert: col into middle,3,320,0.66,2.5857712669999273
csr,insert: col into middle,3,320,0.66,0.007630593000158115
array,insert: col at random pos.,3,320,0.66,1.8323560779999752
linked_list,insert: col at random pos.,3,320,0.66,4.285082278000118
csr,insert: col at random pos.,3,320,0.66,0.010673309000139852
array,insert: row at start,100,10000,0.33,18.902185028000076
linked_list,insert: row at start,100,10000,0.33,0.006205365999903734
csr,insert: row at start,100,10000,0.33,9.214200008500484e-05
array,insert: row at end,100,10000,0.33,18.821688212000026
linked_list,insert: row at end,100,10000,0.33,0.008494579999933194
csr,insert: row at end,100,10000,0.33,8.095500015770085e-05
array,insert: row after end,100,10000,0.33,2.8105999717809027e-05
linked_list,insert: row after end,100,10000,0.33,0.005995224999878701
csr,insert: row after end,100,10000,0.33,8.947200012698886e-05
array,insert: row into middle,100,10000,0.33,32.63119753500041
linked_list,insert: row into middle,100,10000,0.33,0.01538565299961192
csr,insert: row into middle,100,10000,0.33,9.680400034994818e-05
array,insert: row at random pos.,100,10000,0.33,42.21944518600003
linked_list,insert: row at random pos.,100,10000,0.33,0.02121807000003173
csr,insert: row at random pos.,100,10000,0.33,0.00016898800004128134
array,insert: col at start,100,10000,0.33,62.61724646599987
linked_list,insert: col at start,100,10000,0.33,0.9043910219997997
csr,insert: col at start,100,10000,0.33,6.075272860000041
array,insert: col at end,100,10000,0.33,0.805257230999814
linked_list,insert: col at end,100,10000,0.33,2.3777581129997998
csr,insert: col at end,100,10000,0.33,2.7457262959997024
array,insert: col after end,100,10000,0.33,3.688000015245052e-05
linked_list,insert: col after end,100,10000,0.33,0.08343292300014582
csr,insert: col after end,100,10000,0.33,5.8648000049288385e-05
array,insert: col into middle,100,10000,0.33,32.535872319999726
linked_list,insert: col into middle,100,10000,0.33,3.2011575710002944
csr,insert: col into middle,100,10000,0.33,4.517896113000006
array,insert: col at random pos.,100,10000,0.33,34.91309610999997
linked_list,insert: col at random pos.,100,10000,0.33,5.271212884999841
csr,insert: col at random pos.,100,10000,0.33,4.409615332999692
array,insert: row at start,320,3,1.0,0.0462440430001152
linked_list,insert: row at start,320,3,1.0,0.01309297699981471
csr,insert: row at start,320,3,1.0,0.00016892199982976308
array,insert: row at end,320,3,1.0,0.0207201069997609
linked_list,insert: row at end,320,3,1.0,0.01652384199996959
csr,insert: row at end,320,3,1.0,7.945000015752157e-05
array,insert: row after end,320,3,1.0,2.7733000024454668e-05
linked_list,insert: row after end,320,3,1.0,0.009085524000056466
csr,insert: row after end,320,3,1.0,5.845199984833016e-05
array,insert: row into middle,320,3,1.0,0.0454107609998573
linked_list,insert: row into middle,320,3,1.0,0.024754002000008768
csr,insert: row into middle,320,3,1.0,0.00010115699978996417
array,insert: row at random pos.,320,3,1.0,0.060357732999818836
linked_list,insert: row at random pos.,320,3,1.0,0.03563523599996188
csr,insert: row at random pos.,320,3,1.0,0.0002751040001385263
array,insert: col at start,320,3,1.0,0.35867787200004386
linked_list,insert: col at start,320,3,1.0,1.1157935049996013
csr,insert: col at start,320,3,1.0,0.01525783799979763
array,insert: col at end,320,3,1.0,1.0241757010003312
linked_list,insert: col at end,320,3,1.0,3.242742165999971
csr,insert: col at end,320,3,1.0,0.014252363000196056
array,insert: col after end,320,3,1.0,3.204099994036369e-05
linked_list,insert: col after end,320,3,1.0,0.11292951300038112
csr,insert: col after end,320,3,1.0,6.00210000811785e-05
array,insert: col into middle,320,3,1.0,1.67432262300008
linked_list,insert: col into middle,320,3,1.0,4.250133616999847
csr,insert: col into middle,320,3,1.0,0.015413384000112273
array,insert: col at random pos.,320,3,1.0,2.3103553470000406
linked_list,insert: col at random pos.,320,3,1.0,6.62983929100028
csr,insert: col at random pos.,320,3,1.0,0.01682003199994142
array,insert: row at start,1000,10,1.0,0.32668683100018825
linked_list,insert: row at start,1000,10,1.0,0.03853696800024409
csr,insert: row at start,1000,10,1.0,0.00012112000013075885
array,insert: row at end,1000,10,1.0,0.037318353000046045
linked_list,insert: row at end,1000,10,1.0,0.03693778700016992
csr,insert: row at end,1000,10,1.0,8.073700018940144e-05
array,insert: row after end,1000,10,1.0,2.8562999887071783e-05
linked_list,insert: row after end,1000,10,1.0,0.018234127999676275
csr,insert: row after end,1000,10,1.0,8.062699998845346e-05
array,insert: row into middle,1000,10,1.0,0.1992938119997234
linked_list,insert: row into middle,1000,10,1.0,0.05243158900020717
csr,insert: row into middle,1000,10,1.0,0.00012289400001463946
